txn_id,vendor_id,invoice_number,amount,invoice_date,payment_date,posting_ts,created_by,approved_by,approver_role,gl_account
TXN-01958,V-0054,INV-86758,4510.96,2025-07-08,2025-08-08,2025-07-08T08:51:00,U-12,U-11,junior,6300
TXN-01791,V-0034,INV-27687,35880.3,2025-02-13,2025-03-05,2025-02-13T13:04:00,U-19,U-12,director,6300
TXN-01314,V-0036,INV-61381,267.69,2025-09-16,2025-10-19,2025-09-16T09:40:00,U-08,U-04,senior,6200
TXN-02381,V-0005,INV-55431,1631.51,2025-03-09,2025-04-10,2025-03-09T09:52:00,U-09,U-13,senior,6300
TXN-00787,V-0018,INV-68891,2091.34,2025-09-13,2025-10-23,2025-09-13T16:53:00,U-03,U-19,junior,6300
TXN-01472,V-0011,INV-51204,129.77,2025-05-23,2025-06-26,2025-05-23T17:56:00,U-07,U-15,manager,7200
TXN-01367,V-0051,INV-55977,248.67,2026-02-16,2026-03-18,2026-02-16T13:28:00,U-04,U-05,manager,6300
TXN-02070,V-0006,INV-33371,822.72,2025-05-14,2025-06-02,2025-05-14T13:35:00,U-18,U-03,junior,6300
TXN-01127,V-0027,INV-98660,31669.87,2025-01-18,2025-02-24,2025-01-18T13:40:00,U-08,U-09,manager,7100
TXN-02321,V-0034,INV-50438,10993.6,2025-10-20,2025-12-04,2025-10-20T15:50:00,U-11,U-17,manager,6100
TXN-01188,V-0007,INV-74175,12959.09,2026-01-08,2026-02-18,2026-01-08T12:37:00,U-04,U-09,manager,7200
TXN-01914,V-0054,INV-36965,1773.32,2026-01-06,2026-01-28,2026-01-06T12:40:00,U-17,U-06,junior,6100
TXN-01394,V-0015,INV-49311,190.38,2025-07-20,2025-08-07,2025-07-20T08:59:00,U-01,U-18,senior,7100
TXN-02250,V-0042,INV-91189,273.6,2025-05-23,2025-06-26,2025-05-23T08:10:00,U-08,U-19,junior,7100
TXN-02391,V-0005,INV-95674,15319.81,2025-01-03,2025-02-15,2025-01-03T15:16:00,U-19,U-12,director,6100
TXN-02477,V-0022,INV-96217,12486.17,2025-08-20,2025-09-11,2025-08-20T17:26:00,U-10,U-09,manager,6100
TXN-00391,V-0003,INV-76247,30654.34,2025-08-23,2025-09-10,2025-08-23T09:37:00,U-17,U-15,manager,6300
TXN-01452,V-0002,INV-48543,760.89,2025-11-30,2026-01-14,2025-11-30T13:30:00,U-12,U-11,junior,7100
TXN-01762,V-0018,INV-96884,1501.8,2025-08-15,2025-08-31,2025-08-15T17:49:00,U-12,U-16,junior,6200
TXN-00697,V-0048,INV-60343,9529.13,2025-11-21,2025-12-22,2025-11-21T13:05:00,U-03,U-05,manager,7100
TXN-00961,V-0002,INV-86706,206.21,2025-08-30,2025-09-28,2025-08-30T08:55:00,U-05,U-16,junior,7100
TXN-00856,V-0035,INV-51446,333.5,2026-01-21,2026-02-15,2026-01-21T10:34:00,U-06,U-04,senior,7200
TXN-02337,V-0019,INV-20053,667.64,2025-06-23,2025-07-14,2025-06-23T10:55:00,U-12,U-10,senior,7100
TXN-01566,V-0022,INV-60700,1496.69,2025-08-06,2025-08-30,2025-08-06T10:18:00,U-11,U-14,junior,6200
TXN-02584,V-0010,INV-62755,5833.02,2025-11-20,2025-12-30,2025-11-20T16:58:00,U-12,U-05,manager,6200
TXN-01768,V-0037,INV-99694,111.46,2025-01-20,2025-02-07,2025-01-20T10:57:00,U-06,U-12,director,6300
TXN-00170,V-0030,INV-91018,3528.49,2025-07-27,2025-08-16,2025-07-27T08:20:00,U-14,U-10,senior,6100
TXN-02018,V-0005,INV-13427,42839.6,2025-06-07,2025-06-22,2025-06-07T12:26:00,U-12,U-05,manager,7100
TXN-01979,V-0053,INV-78955,287.51,2025-05-17,2025-06-20,2025-05-17T17:18:00,U-13,U-17,manager,6100
TXN-01240,V-0026,INV-33083,251.39,2025-04-03,2025-05-14,2025-04-03T15:11:00,U-16,U-03,junior,7100
TXN-00031,V-0012,INV-82845,1053.99,2025-05-27,2025-07-11,2025-05-27T14:44:00,U-13,U-09,manager,7100
TXN-02298,V-0020,INV-62445,2914.17,2025-10-21,2025-11-22,2025-10-21T11:17:00,U-05,U-01,junior,7200
TXN-00449,V-0056,INV-70846,143.07,2025-07-04,2025-07-30,2025-07-04T11:17:00,U-02,U-16,junior,6100
TXN-01317,V-0027,INV-39065,117.02,2025-04-06,2025-05-19,2025-04-06T11:41:00,U-05,U-16,junior,6300
TXN-01042,V-0007,INV-69429,4635.32,2026-02-08,2026-02-23,2026-02-08T18:39:00,U-14,U-08,senior,7200
TXN-00968,V-0049,INV-31237,8317.78,2026-02-12,2026-03-26,2026-02-12T15:51:00,U-14,U-20,senior,6300
TXN-02056,V-0006,INV-56779,2288.09,2025-01-01,2025-01-27,2025-01-01T14:44:00,U-08,U-20,senior,6300
TXN-02610,V-0010,INV-38240,6782.6,2025-11-08,2025-11-30,2025-11-08T08:21:00,U-06,U-05,manager,6200
TXN-02561,V-0010,INV-33810,6894.66,2025-05-12,2025-06-24,2025-05-12T17:44:00,U-16,U-15,manager,6200
TXN-00538,V-0041,INV-94663,1157.75,2025-04-18,2025-05-16,2025-04-18T13:13:00,U-18,U-03,junior,6300
TXN-02734,V-0016,INV-20526,2736.43,2026-02-01,2026-03-05,2026-02-01T11:34:00,U-04,U-15,manager,6100
TXN-01534,V-0051,INV-30079,2968.41,2025-01-15,2025-02-21,2025-01-15T17:57:00,U-04,U-02,junior,6300
TXN-00520,V-0030,INV-71122,566.65,2025-10-27,2025-11-21,2025-10-27T12:00:00,U-09,U-05,manager,6200
TXN-01910,V-0037,INV-39863,2485.2,2025-05-19,2025-06-19,2025-05-19T12:38:00,U-03,U-10,senior,6300
TXN-01069,V-0054,INV-94587,2202.18,2025-04-02,2025-04-25,2025-04-02T15:14:00,U-09,U-14,junior,6100
TXN-00573,V-0019,INV-96413,46553.69,2026-01-12,2026-02-23,2026-01-12T10:54:00,U-19,U-12,director,7100
TXN-01889,V-0056,INV-95704,161.19,2025-01-03,2025-02-10,2025-01-03T14:49:00,U-16,U-17,manager,6200
TXN-02728,V-0016,INV-64955,2876.76,2025-04-18,2025-05-12,2025-04-18T12:03:00,U-04,U-15,manager,6100
TXN-02548,V-0010,INV-48361,5163.86,2025-03-25,2025-04-13,2025-03-25T18:51:00,U-16,U-08,senior,6200
TXN-00203,V-0038,INV-56805,113.47,2025-07-11,2025-07-26,2025-07-11T12:47:00,U-16,U-02,junior,7100
TXN-00974,V-0031,INV-15501,14336.45,2025-11-09,2025-12-11,2025-11-09T09:52:00,U-04,U-08,senior,7200
TXN-01227,V-0060,INV-67163,23291.64,2025-08-18,2025-09-05,2025-08-18T18:45:00,U-18,U-12,director,6300
TXN-00431,V-0019,INV-68428,176.19,2025-07-09,2025-07-29,2025-07-09T14:23:00,U-18,U-13,senior,6200
TXN-00412,V-0017,INV-36406,4206.01,2025-01-01,2025-02-04,2025-01-01T13:58:00,U-01,U-18,senior,7100
TXN-00572,V-0051,INV-73407,354.62,2025-04-02,2025-05-04,2025-04-02T13:35:00,U-18,U-19,junior,7100
TXN-00860,V-0057,INV-27200,2729.67,2025-08-24,2025-10-04,2025-08-24T09:07:00,U-18,U-04,senior,7100
TXN-01110,V-0035,INV-66164,3850.88,2025-11-12,2025-12-04,2025-11-12T09:19:00,U-01,U-09,manager,6100
TXN-00386,V-0005,INV-58354,23279.47,2025-02-14,2025-03-01,2025-02-14T16:29:00,U-10,U-12,director,6300
TXN-01302,V-0026,INV-95054,15716.87,2025-09-15,2025-10-15,2025-09-15T09:44:00,U-01,U-10,senior,6300
TXN-00041,V-0019,INV-54942,204.9,2025-05-20,2025-06-10,2025-05-20T12:38:00,U-04,U-19,junior,6200
TXN-01453,V-0042,INV-89827,121.36,2025-03-18,2025-04-05,2025-03-18T17:01:00,U-12,U-02,junior,6300
TXN-01360,V-0005,INV-23278,2730.28,2025-12-25,2026-01-21,2025-12-25T14:25:00,U-09,U-08,senior,7200
TXN-00944,V-0050,INV-62286,155.2,2025-07-24,2025-08-15,2025-07-24T12:11:00,U-20,U-13,senior,6100
TXN-01450,V-0041,INV-41061,429.97,2025-08-16,2025-09-02,2025-08-16T09:32:00,U-04,U-03,junior,7200
TXN-00258,V-0033,INV-21725,5698.81,2025-11-27,2026-01-05,2025-11-27T08:58:00,U-10,U-13,senior,6300
TXN-02749,V-0016,INV-72238,2384.1,2025-01-17,2025-02-10,2025-01-17T08:13:00,U-04,U-15,manager,6100
TXN-02278,V-0039,INV-66464,28932.02,2025-02-04,2025-03-19,2025-02-04T12:10:00,U-20,U-15,manager,6100
TXN-00783,V-0008,INV-94813,3396.05,2025-07-25,2025-09-08,2025-07-25T08:40:00,U-12,U-11,junior,6300
TXN-02532,V-0010,INV-56631,5640.88,2025-01-28,2025-03-12,2025-01-28T08:09:00,U-09,U-20,senior,6200
TXN-01108,V-0043,INV-73193,7574.16,2025-11-22,2025-12-28,2025-11-22T13:54:00,U-05,U-13,senior,6200
TXN-00563,V-0042,INV-40122,6030.76,2025-08-21,2025-09-07,2025-08-21T17:37:00,U-09,U-08,senior,6300
TXN-01292,V-0053,INV-65433,1448.28,2025-04-19,2025-05-25,2025-04-19T08:48:00,U-16,U-07,junior,6100
TXN-02358,V-0002,INV-13906,147.95,2025-08-11,2025-08-27,2025-08-11T14:07:00,U-17,U-13,senior,7100
TXN-00649,V-0031,INV-93000,33078.24,2026-03-09,2026-04-17,2026-03-09T13:26:00,U-11,U-17,manager,6300
TXN-02664,V-0010,INV-81585,5992.17,2025-01-26,2025-02-14,2025-01-26T15:00:00,U-14,U-09,manager,6200
TXN-00109,V-0045,INV-75338,22202.24,2025-04-07,2025-05-11,2025-04-07T16:23:00,U-15,U-13,senior,6100
TXN-02631,V-0010,INV-44431,5819.49,2026-01-20,2026-02-13,2026-01-20T17:33:00,U-01,U-12,director,6200
TXN-02497,V-0035,INV-36201,320.54,2026-01-27,2026-02-16,2026-01-27T16:51:00,U-20,U-16,junior,6100
TXN-00494,V-0001,INV-19812,5451.47,2026-03-13,2026-04-02,2026-03-13T15:55:00,U-06,U-17,manager,7100
TXN-01744,V-0039,INV-47035,3565.68,2026-01-23,2026-02-13,2026-01-23T16:41:00,U-18,U-17,manager,7100
TXN-02567,V-0010,INV-82250,5759.98,2025-09-21,2025-10-27,2025-09-21T08:41:00,U-10,U-20,senior,6200
TXN-02674,V-0010,INV-87032,5928.43,2025-03-15,2025-04-05,2025-03-15T13:11:00,U-14,U-04,senior,6200
TXN-00422,V-0012,INV-72847,24399.41,2025-10-07,2025-11-17,2025-10-07T14:06:00,U-16,U-13,senior,6300
TXN-01570,V-0045,INV-69017,1213.91,2025-05-13,2025-06-16,2025-05-13T18:07:00,U-02,U-11,junior,7100
TXN-01032,V-0046,INV-52336,3248.9,2025-11-25,2025-12-11,2025-11-25T18:41:00,U-15,U-01,junior,7100
TXN-01633,V-0033,INV-35153,189.57,2025-12-11,2025-12-31,2025-12-11T10:20:00,U-10,U-07,junior,7200
TXN-02084,V-0029,INV-91841,364.05,2025-11-13,2025-11-28,2025-11-13T13:50:00,U-14,U-19,junior,7100
TXN-00620,V-0054,INV-18973,7462.45,2026-02-19,2026-03-12,2026-02-19T12:26:00,U-09,U-12,director,7200
TXN-01305,V-0021,INV-23005,19093.12,2025-12-26,2026-02-07,2025-12-26T17:59:00,U-14,U-20,senior,6300
TXN-01940,V-0030,INV-23305,26023.62,2025-11-05,2025-12-14,2025-11-05T09:04:00,U-08,U-05,manager,6200
TXN-01123,V-0009,INV-59054,8499.53,2025-01-03,2025-02-03,2025-01-03T08:55:00,U-07,U-08,senior,6200
TXN-01735,V-0059,INV-79352,4325.2,2025-02-18,2025-04-04,2025-02-18T10:00:00,U-18,U-02,junior,6300
TXN-00525,V-0015,INV-97679,36715.85,2025-10-15,2025-11-02,2025-10-15T18:00:00,U-20,U-17,manager,7100
TXN-01642,V-0007,INV-24553,141.73,2025-07-09,2025-08-02,2025-07-09T15:59:00,U-11,U-09,manager,7200
TXN-00951,V-0056,INV-15910,468.93,2025-01-25,2025-03-10,2025-01-25T16:04:00,U-14,U-10,senior,7200
TXN-01526,V-0027,INV-20249,12268.34,2026-03-06,2026-04-06,2026-03-06T16:20:00,U-16,U-12,director,6300
TXN-01973,V-0028,INV-31613,3873.79,2025-05-27,2025-07-06,2025-05-27T11:39:00,U-13,U-15,manager,6200
TXN-00410,V-0023,INV-28625,14994.68,2025-12-27,2026-01-29,2025-12-27T13:36:00,U-12,U-20,senior,6100
TXN-00939,V-0040,INV-42264,374.33,2025-04-03,2025-04-20,2025-04-03T14:58:00,U-01,U-18,senior,7200
TXN-00312,V-0034,INV-59816,412.8,2025-04-06,2025-05-12,2025-04-06T18:37:00,U-18,U-13,senior,7100
TXN-01829,V-0048,INV-56683,243.32,2025-04-25,2025-05-20,2025-04-25T18:00:00,U-02,U-17,manager,6200
TXN-01621,V-0035,INV-78543,151.83,2025-02-10,2025-03-15,2025-02-10T08:28:00,U-18,U-19,junior,7200
TXN-00741,V-0005,INV-82756,9897.59,2025-10-31,2025-11-25,2025-10-31T17:29:00,U-19,U-15,manager,6100
TXN-00543,V-0045,INV-66139,668.36,2025-10-18,2025-11-12,2025-10-18T13:51:00,U-19,U-05,manager,7200
TXN-02530,V-0010,INV-77970,6151.44,2025-09-03,2025-10-16,2025-09-03T13:19:00,U-17,U-04,senior,6200
TXN-01401,V-0020,INV-78820,105.83,2026-03-15,2026-04-10,2026-03-15T16:13:00,U-06,U-13,senior,7200
TXN-01836,V-0008,INV-59155,138.51,2025-07-08,2025-08-18,2025-07-08T10:20:00,U-11,U-19,junior,7100
TXN-00833,V-0032,INV-97340,38088.38,2025-05-27,2025-07-07,2025-05-27T10:11:00,U-20,U-09,manager,7200
TXN-00381,V-0043,INV-31873,161.44,2025-01-29,2025-03-03,2025-01-29T15:54:00,U-15,U-18,senior,6300
TXN-02384,V-0005,INV-37691,5082.39,2025-05-21,2025-06-10,2025-05-21T08:29:00,U-08,U-13,senior,7100
TXN-00747,V-0057,INV-24378,622.29,2025-01-01,2025-01-27,2025-01-01T16:52:00,U-12,U-19,junior,6100
TXN-01573,V-0055,INV-74175,4555.87,2025-08-26,2025-09-13,2025-08-26T12:02:00,U-15,U-14,junior,6100
TXN-02709,V-0060,INV-21740,3440.03,2025-11-18,2025-12-14,2025-11-18T14:04:00,U-07,U-07,junior,6300
TXN-00269,V-0033,INV-80453,259.09,2025-12-26,2026-01-25,2025-12-26T16:58:00,U-20,U-12,director,7100
TXN-02295,V-0056,INV-66270,4424.85,2026-01-04,2026-02-07,2026-01-04T12:59:00,U-13,U-19,junior,6200
TXN-01139,V-0045,INV-78167,3732.53,2025-09-25,2025-10-29,2025-09-25T08:24:00,U-02,U-05,manager,6200
TXN-01523,V-0045,INV-90599,28443.55,2026-02-06,2026-02-23,2026-02-06T11:13:00,U-07,U-09,manager,6100
TXN-01266,V-0003,INV-99116,4272.15,2025-01-06,2025-02-03,2025-01-06T14:53:00,U-06,U-18,senior,6200
TXN-01884,V-0027,INV-69139,10511.62,2025-01-18,2025-02-19,2025-01-18T13:19:00,U-08,U-20,senior,7100
TXN-02533,V-0010,INV-61574,6066.36,2026-01-11,2026-02-22,2026-01-11T15:21:00,U-04,U-10,senior,6200
TXN-00309,V-0039,INV-20279,17893.56,2025-07-16,2025-08-22,2025-07-16T10:50:00,U-13,U-18,senior,6300
TXN-00812,V-0058,INV-42329,48670.77,2025-05-23,2025-06-20,2025-05-23T08:46:00,U-19,U-15,manager,7100
TXN-01645,V-0019,INV-51151,3180.15,2026-01-31,2026-03-12,2026-01-31T09:55:00,U-10,U-01,junior,6200
TXN-02034,V-0056,INV-94929,7569.86,2025-04-16,2025-05-05,2025-04-16T15:09:00,U-14,U-05,manager,6300
TXN-00995,V-0047,INV-69993,32571.46,2025-03-15,2025-04-14,2025-03-15T16:08:00,U-16,U-15,manager,6200
TXN-00585,V-0052,INV-43792,453.51,2025-10-28,2025-11-15,2025-10-28T08:30:00,U-11,U-16,junior,7100
TXN-02294,V-0045,INV-47098,5376.72,2025-11-06,2025-12-11,2025-11-06T14:44:00,U-06,U-10,senior,6100
TXN-00232,V-0011,INV-23917,697.67,2025-03-08,2025-04-09,2025-03-08T13:32:00,U-11,U-13,senior,7100
TXN-02581,V-0010,INV-90733,5019.11,2025-12-19,2026-01-16,2025-12-19T10:59:00,U-13,U-18,senior,6200
TXN-01283,V-0044,INV-62551,31209.17,2025-01-21,2025-02-14,2025-01-21T13:54:00,U-04,U-17,manager,7100
TXN-01609,V-0049,INV-22730,285.76,2025-05-05,2025-05-28,2025-05-05T15:13:00,U-14,U-11,junior,6200
TXN-01366,V-0033,INV-31928,197.35,2026-03-04,2026-04-04,2026-03-04T11:33:00,U-01,U-20,senior,6300
TXN-01820,V-0048,INV-64571,1934.64,2025-09-23,2025-10-14,2025-09-23T15:51:00,U-10,U-05,manager,6200
TXN-02459,V-0048,INV-31925,404.12,2025-06-04,2025-07-01,2025-06-04T18:38:00,U-14,U-12,director,6100
TXN-00663,V-0052,INV-84885,7647.71,2025-04-12,2025-05-17,2025-04-12T15:25:00,U-05,U-17,manager,7200
TXN-00371,V-0034,INV-57329,1100.26,2025-02-06,2025-02-21,2025-02-06T16:56:00,U-08,U-17,manager,7200
TXN-01107,V-0034,INV-52513,45015.71,2025-03-29,2025-05-02,2025-03-29T12:06:00,U-04,U-17,manager,7200
TXN-01104,V-0014,INV-56737,4852.6,2025-03-03,2025-03-21,2025-03-03T11:13:00,U-18,U-13,senior,7100
TXN-00518,V-0048,INV-35362,8223.22,2026-01-14,2026-02-22,2026-01-14T17:12:00,U-12,U-20,senior,7200
TXN-02651,V-0010,INV-45466,6343.21,2025-05-15,2025-06-20,2025-05-15T18:16:00,U-18,U-05,manager,6200
TXN-00945,V-0006,INV-95729,113.6,2026-02-04,2026-03-11,2026-02-04T14:18:00,U-07,U-06,junior,7100
TXN-02755,V-0006,INV-93379,5000.0,2025-02-20,2025-03-16,2025-02-20T17:41:00,U-12,U-15,manager,7200
TXN-00110,V-0043,INV-67424,1559.75,2025-10-09,2025-11-02,2025-10-09T10:59:00,U-02,U-08,senior,6300
TXN-00030,V-0051,INV-17685,19525.6,2025-09-04,2025-10-01,2025-09-04T11:55:00,U-06,U-13,senior,7100
TXN-00542,V-0018,INV-90785,186.22,2025-06-12,2025-07-07,2025-06-12T15:28:00,U-20,U-03,junior,6200
TXN-02748,V-0016,INV-46178,2367.61,2025-01-26,2025-03-07,2025-01-26T09:05:00,U-04,U-15,manager,6100
TXN-00669,V-0022,INV-81620,1639.47,2026-01-14,2026-02-04,2026-01-14T16:13:00,U-01,U-12,director,6200
TXN-01615,V-0040,INV-32335,107.79,2025-07-27,2025-09-08,2025-07-27T15:39:00,U-12,U-18,senior,7200
TXN-01009,V-0023,INV-33942,1074.08,2025-10-05,2025-10-24,2025-10-05T10:18:00,U-03,U-05,manager,6100
TXN-02390,V-0050,INV-70604,952.77,2025-03-11,2025-03-27,2025-03-11T11:02:00,U-15,U-02,junior,7200
TXN-02699,V-0010,INV-24048,6594.7,2025-03-13,2025-04-07,2025-03-13T16:44:00,U-04,U-18,senior,6200
TXN-00790,V-0034,INV-32577,5816.63,2025-05-05,2025-05-20,2025-05-05T18:08:00,U-16,U-18,senior,6100
TXN-01006,V-0051,INV-36975,1924.27,2025-04-03,2025-05-13,2025-04-03T08:17:00,U-01,U-05,manager,7200
TXN-00794,V-0056,INV-45899,40149.1,2025-03-30,2025-04-17,2025-03-30T13:04:00,U-07,U-05,manager,7200
TXN-02483,V-0058,INV-29344,5613.26,2026-02-12,2026-03-22,2026-02-12T13:56:00,U-01,U-17,manager,7100
TXN-01167,V-0025,INV-66861,42581.92,2025-09-21,2025-10-24,2025-09-21T18:21:00,U-06,U-05,manager,6100
TXN-02066,V-0041,INV-70931,378.42,2025-06-01,2025-07-03,2025-06-01T14:49:00,U-01,U-08,senior,7100
TXN-01659,V-0052,INV-37339,910.05,2026-03-04,2026-04-02,2026-03-04T14:01:00,U-05,U-16,junior,6100
TXN-00926,V-0041,INV-13771,381.78,2025-04-03,2025-04-22,2025-04-03T14:50:00,U-10,U-07,junior,7100
TXN-00137,V-0050,INV-13280,6525.71,2025-02-25,2025-03-27,2025-02-25T18:14:00,U-19,U-13,senior,6300
TXN-01346,V-0020,INV-29398,7685.56,2025-03-03,2025-04-14,2025-03-03T10:20:00,U-05,U-20,senior,7100
TXN-01162,V-0002,INV-79185,3012.18,2025-06-28,2025-07-15,2025-06-28T14:25:00,U-11,U-15,manager,7100
TXN-01383,V-0009,INV-92355,1329.27,2025-02-13,2025-03-29,2025-02-13T12:36:00,U-07,U-11,junior,6300
TXN-00927,V-0021,INV-94834,43106.29,2025-05-08,2025-06-13,2025-05-08T13:37:00,U-08,U-17,manager,7100
TXN-00465,V-0033,INV-75598,139.6,2025-02-06,2025-02-27,2025-02-06T15:56:00,U-19,U-20,senior,7200
TXN-02287,V-0029,INV-21157,1906.08,2026-03-08,2026-04-10,2026-03-08T11:24:00,U-16,U-03,junior,6200
TXN-01410,V-0019,INV-79275,2115.79,2026-01-15,2026-02-25,2026-01-15T10:27:00,U-10,U-08,senior,6200
TXN-01358,V-0028,INV-99281,299.75,2025-09-10,2025-09-28,2025-09-10T16:27:00,U-09,U-18,senior,7200
TXN-01533,V-0058,INV-94875,8668.42,2025-09-09,2025-10-17,2025-09-09T10:30:00,U-16,U-18,senior,7100
TXN-00631,V-0053,INV-75525,7316.74,2026-01-30,2026-02-19,2026-01-30T09:15:00,U-20,U-08,senior,6300
TXN-00167,V-0015,INV-66446,11777.51,2025-03-03,2025-04-10,2025-03-03T08:31:00,U-09,U-12,director,6300
TXN-00276,V-0033,INV-65097,121.8,2026-01-28,2026-03-04,2026-01-28T18:46:00,U-14,U-06,junior,6200
TXN-01465,V-0005,INV-82999,227.66,2025-07-01,2025-08-07,2025-07-01T10:25:00,U-17,U-13,senior,7100
TXN-01003,V-0027,INV-46356,424.99,2025-01-24,2025-02-22,2025-01-24T18:56:00,U-13,U-11,junior,7200
TXN-00688,V-0029,INV-36812,11573.57,2025-04-24,2025-06-02,2025-04-24T18:12:00,U-01,U-10,senior,7100
TXN-00027,V-0029,INV-24322,1821.74,2025-07-26,2025-09-06,2025-07-26T13:51:00,U-02,U-05,manager,6100
TXN-00710,V-0049,INV-85385,7222.0,2026-03-11,2026-04-11,2026-03-11T13:16:00,U-10,U-15,manager,7200
TXN-02410,V-0006,INV-87096,728.35,2025-06-27,2025-08-02,2025-06-27T18:43:00,U-11,U-07,junior,6200
TXN-01013,V-0035,INV-63356,10731.93,2025-02-01,2025-03-05,2025-02-01T13:29:00,U-13,U-05,manager,6300
TXN-00789,V-0045,INV-28558,2581.57,2025-04-30,2025-06-07,2025-04-30T09:02:00,U-18,U-05,manager,7200
TXN-01428,V-0058,INV-15730,8765.79,2025-03-06,2025-03-30,2025-03-06T15:11:00,U-02,U-05,manager,6100
TXN-00643,V-0001,INV-83140,32404.97,2025-08-28,2025-09-23,2025-08-28T18:03:00,U-07,U-15,manager,6100
TXN-00711,V-0042,INV-33580,901.65,2025-09-24,2025-10-24,2025-09-24T18:31:00,U-05,U-20,senior,7100
TXN-00923,V-0004,INV-84349,1208.87,2025-02-15,2025-04-01,2025-02-15T13:10:00,U-14,U-09,manager,6200
TXN-00142,V-0003,INV-58147,7295.36,2025-05-01,2025-06-06,2025-05-01T13:06:00,U-07,U-15,manager,7100
TXN-02221,V-0045,INV-40992,20163.35,2025-05-01,2025-05-20,2025-05-01T16:35:00,U-03,U-20,senior,6300
TXN-01062,V-0043,INV-71691,14038.89,2025-09-08,2025-09-25,2025-09-08T11:46:00,U-05,U-18,senior,7200
TXN-01145,V-0058,INV-90293,132.89,2025-11-07,2025-12-15,2025-11-07T15:25:00,U-11,U-16,junior,6200
TXN-02314,V-0026,INV-65375,462.4,2025-02-28,2025-03-17,2025-02-28T09:30:00,U-13,U-02,junior,6300
TXN-00976,V-0034,INV-36462,9487.15,2025-06-21,2025-08-02,2025-06-21T10:07:00,U-04,U-09,manager,6300
TXN-01226,V-0051,INV-43099,350.91,2025-04-09,2025-05-16,2025-04-09T14:35:00,U-05,U-02,junior,6200
TXN-01522,V-0040,INV-90725,5500.18,2026-01-31,2026-02-23,2026-01-31T17:38:00,U-13,U-12,director,7200
TXN-00319,V-0020,INV-49289,649.75,2025-03-27,2025-04-24,2025-03-27T14:17:00,U-16,U-05,manager,6100
TXN-02700,V-0010,INV-32661,5178.99,2025-01-17,2025-02-20,2025-01-17T08:29:00,U-14,U-05,manager,6200
TXN-00680,V-0031,INV-28102,2907.18,2025-10-05,2025-10-26,2025-10-05T18:51:00,U-07,U-05,manager,7200
TXN-02658,V-0010,INV-95507,5678.2,2025-02-13,2025-03-23,2025-02-13T17:02:00,U-06,U-09,manager,6200
TXN-02280,V-0057,INV-96411,290.37,2026-03-07,2026-04-12,2026-03-07T10:42:00,U-03,U-15,manager,6100
TXN-02403,V-0025,INV-11275,164.47,2025-10-17,2025-11-27,2025-10-17T10:46:00,U-13,U-06,junior,6200
TXN-02639,V-0010,INV-51307,6256.5,2025-06-07,2025-07-19,2025-06-07T10:41:00,U-20,U-15,manager,6200
TXN-02235,V-0022,INV-10643,344.08,2025-01-30,2025-02-20,2025-01-30T17:52:00,U-09,U-18,senior,6200
TXN-00183,V-0044,INV-96057,800.22,2025-12-14,2026-01-06,2025-12-14T14:18:00,U-11,U-04,senior,7200
TXN-00695,V-0008,INV-13265,305.63,2025-07-21,2025-08-19,2025-07-21T14:20:00,U-19,U-18,senior,6200
TXN-00089,V-0017,INV-34267,211.66,2026-01-16,2026-02-22,2026-01-16T16:48:00,U-07,U-12,director,6100
TXN-01691,V-0049,INV-31004,4516.32,2025-03-13,2025-04-23,2025-03-13T10:30:00,U-03,U-02,junior,7100
TXN-01489,V-0056,INV-45117,14856.57,2025-12-18,2026-01-11,2025-12-18T11:01:00,U-16,U-18,senior,7100
TXN-02029,V-0045,INV-85803,1117.87,2025-03-11,2025-04-08,2025-03-11T14:37:00,U-17,U-10,senior,6300
TXN-01715,V-0048,INV-62003,4110.56,2026-01-02,2026-01-28,2026-01-02T13:34:00,U-13,U-09,manager,6200
TXN-00012,V-0028,INV-80644,24419.3,2025-03-13,2025-04-14,2025-03-13T11:47:00,U-15,U-08,senior,6300
TXN-02638,V-0010,INV-79813,6218.61,2025-02-10,2025-03-27,2025-02-10T08:15:00,U-09,U-20,senior,6200
TXN-01782,V-0053,INV-27112,14502.22,2025-08-28,2025-10-05,2025-08-28T11:55:00,U-05,U-15,manager,6300
TXN-02587,V-0010,INV-34488,5991.49,2026-01-10,2026-02-22,2026-01-10T11:22:00,U-19,U-17,manager,6200
TXN-02072,V-0042,INV-99304,1562.73,2026-01-13,2026-02-02,2026-01-13T13:29:00,U-14,U-19,junior,6100
TXN-00003,V-0038,INV-10851,344.08,2025-08-18,2025-09-27,2025-08-18T17:17:00,U-18,U-14,junior,6200
TXN-01855,V-0034,INV-10035,1976.88,2025-02-09,2025-03-24,2025-02-09T17:06:00,U-20,U-10,senior,6200
TXN-00096,V-0041,INV-48974,4063.76,2025-07-14,2025-08-12,2025-07-14T15:58:00,U-20,U-08,senior,7200
TXN-01531,V-0022,INV-94832,769.98,2025-01-07,2025-01-23,2025-01-07T17:17:00,U-12,U-09,manager,7200
TXN-01085,V-0050,INV-97135,153.32,2025-06-08,2025-07-15,2025-06-08T14:52:00,U-07,U-05,manager,6200
TXN-02004,V-0015,INV-93757,9289.36,2025-06-08,2025-07-10,2025-06-08T16:44:00,U-12,U-05,manager,6300
TXN-00842,V-0045,INV-77050,38423.56,2025-09-09,2025-10-13,2025-09-09T13:38:00,U-17,U-15,manager,6200
